temporal,use,date,ID,COUNT,AREA,MEAN
night,base,27/12/2022,361,1,4900,27.741959
night,prediction,27/12/2022,1,56,274400,27.50168064
night,prediction,27/12/2022,2,162,793800,27.42227329
night,prediction,27/12/2022,3,265,1298500,27.55415812
night,prediction,27/12/2022,4,375,1837500,27.46592506
night,prediction,27/12/2022,5,481,2356900,28.13398109
night,prediction,27/12/2022,6,586,2871400,27.72401252
night,prediction,27/12/2022,7,696,3410400,28.35040769
night,prediction,27/12/2022,8,805,3944500,29.5043004
night,prediction,27/12/2022,9,901,4414900,29.38516845
night,prediction,27/12/2022,10,1018,4988200,28.50733242
night,prediction,27/12/2022,11,1121,5492900,27.78153241
night,prediction,27/12/2022,12,1225,6002500,27.02909256
night,prediction,27/12/2022,13,1334,6536600,26.71491867
night,prediction,27/12/2022,14,1447,7090300,26.36582413
night,prediction,27/12/2022,15,1548,7585200,25.85886361
night,prediction,27/12/2022,16,1650,8085000,25.53316625
night,prediction,27/12/2022,17,1775,8697500,25.95256264
night,prediction,27/12/2022,18,1870,9163000,25.39720347
night,prediction,27/12/2022,19,1972,9662800,25.45694315
night,prediction,27/12/2022,20,2061,10098900,25.67143047
night,prediction,27/12/2022,21,1287,6306300,26.44925457
night,prediction,27/12/2022,22,687,3366300,28.00108514
night,prediction,27/12/2022,23,272,1332800,28.03466677
night,prediction,27/12/2022,24,11,53900,27.52244443
night,prediction,27/12/2022,31,53,259700,27.17731922
night,prediction,27/12/2022,32,51,249900,27.60197405
night,prediction,27/12/2022,33,56,274400,28.36187411
night,prediction,27/12/2022,34,51,249900,27.89171089
night,prediction,27/12/2022,35,53,259700,27.83150512
night,prediction,27/12/2022,36,56,274400,27.09076439
night,prediction,27/12/2022,37,53,259700,27.64908715
night,prediction,27/12/2022,38,51,249900,27.11021381
night,prediction,27/12/2022,39,53,259700,27.30819171
night,prediction,27/12/2022,40,51,249900,28.21714941
night,prediction,27/12/2022,41,56,274400,27.89308002
night,prediction,27/12/2022,42,162,793800,27.79835524
night,prediction,27/12/2022,43,160,784000,27.53469991
night,prediction,27/12/2022,44,160,784000,27.79799969
night,prediction,27/12/2022,45,162,793800,27.52693022
night,prediction,27/12/2022,46,160,784000,27.18831077
night,prediction,27/12/2022,47,162,793800,27.55413526
night,prediction,27/12/2022,48,162,793800,27.34356567
night,prediction,27/12/2022,49,162,793800,28.10228117
night,prediction,27/12/2022,50,162,793800,27.99490927
night,prediction,27/12/2022,51,162,793800,28.03010122
night,prediction,27/12/2022,52,160,784000,27.07311457
night,prediction,27/12/2022,53,264,1293600,27.36220566
night,prediction,27/12/2022,54,272,1332800,28.15961492
night,prediction,27/12/2022,55,264,1293600,27.78422021
night,prediction,27/12/2022,56,265,1298500,28.20311737
night,prediction,27/12/2022,57,264,1293600,27.76062253
night,prediction,27/12/2022,58,272,1332800,28.14184635
night,prediction,27/12/2022,59,272,1332800,27.10413658
night,prediction,27/12/2022,60,265,1298500,27.46054202
night,prediction,27/12/2022,61,264,1293600,26.98949568
night,prediction,27/12/2022,62,272,1332800,27.49337945
night,prediction,27/12/2022,63,265,1298500,27.88676684
night,prediction,27/12/2022,64,375,1837500,27.79969529
night,prediction,27/12/2022,65,371,1817900,27.8508566
night,prediction,27/12/2022,66,371,1817900,27.84709351
night,prediction,27/12/2022,67,376,1842400,27.64751834
night,prediction,27/12/2022,68,375,1837500,27.75561749
night,prediction,27/12/2022,69,372,1822800,27.24043398
night,prediction,27/12/2022,70,375,1837500,27.24372868
night,prediction,27/12/2022,71,376,1842400,27.31075157
night,prediction,27/12/2022,72,375,1837500,28.04127643
night,prediction,27/12/2022,73,372,1822800,27.86550214
night,prediction,27/12/2022,74,375,1837500,26.87613058
night,prediction,27/12/2022,75,479,2347100,27.31652851
night,prediction,27/12/2022,76,473,2317700,27.68139728
night,prediction,27/12/2022,77,479,2347100,26.56144561
night,prediction,27/12/2022,78,474,2322600,27.14990273
night,prediction,27/12/2022,79,478,2342200,27.05608955
night,prediction,27/12/2022,80,479,2347100,28.022957
night,prediction,27/12/2022,81,473,2317700,26.97058099
night,prediction,27/12/2022,82,479,2347100,27.15925646
night,prediction,27/12/2022,83,479,2347100,26.13596842
night,prediction,27/12/2022,84,473,2317700,27.68473384
night,prediction,27/12/2022,85,480,2352000,27.14577719
night,prediction,27/12/2022,86,591,2895900,27.29105623
night,prediction,27/12/2022,87,597,2925300,26.84953629
night,prediction,27/12/2022,88,597,2925300,27.54552958
night,prediction,27/12/2022,89,586,2871400,26.89605939
night,prediction,27/12/2022,90,591,2895900,27.61520107
night,prediction,27/12/2022,91,592,2900800,27.15476425
night,prediction,27/12/2022,92,597,2925300,26.45738545
night,prediction,27/12/2022,93,586,2871400,26.92058552
night,prediction,27/12/2022,94,591,2895900,26.09246567
night,prediction,27/12/2022,95,586,2871400,26.55514937
night,prediction,27/12/2022,96,597,2925300,25.8588658
night,prediction,27/12/2022,97,693,3395700,27.15015987
night,prediction,27/12/2022,98,694,3400600,27.08068064
night,prediction,27/12/2022,99,696,3410400,27.00715414
