temporal,date,id,mean_lst,distance,direction,area,use,temp_id,date_id,gradient_id,buffer_id,delta_T,delta_T_base,mean_lst_base
day,2023-01-07,55,35.43899162,3,135,130.866816893,base,1,4,1_4_135,1_135_3,-0.303344629999998,-0.303344629999998,35.43899162
day,2023-01-07,68,35.40489433,4,135,183.246181946,base,1,4,1_4_135,1_135_4,-0.03409729000000539,-0.03409729000000539,35.40489433
day,2023-01-07,80,35.43927281,5,135,235.591466007,base,1,4,1_4_135,1_135_5,0.03437848000000088,0.03437848000000088,35.43927281
day,2023-01-07,90,35.04862951,6,135,287.954804033,base,1,4,1_4_135,1_135_6,-0.3906433000000007,-0.3906433000000007,35.04862951
day,2023-01-07,100,34.37052293,7,135,340.275296586,base,1,4,1_4_135,1_135_7,-0.6781065799999979,-0.6781065799999979,34.37052293
day,2023-01-07,112,34.87069465,8,135,392.683283752,base,1,4,1_4_135,1_135_8,0.5001717199999973,0.5001717199999973,34.87069465
day,2023-01-07,123,34.93416705,9,135,445.047630348,base,1,4,1_4_135,1_135_9,0.06347240000000198,0.06347240000000198,34.93416705
day,2023-01-07,133,34.79094216,10,135,497.348469066,base,1,4,1_4_135,1_135_10,-0.14322488999999905,-0.14322488999999905,34.79094216
day,2023-01-07,144,33.61666254,11,135,546.989476845,base,1,4,1_4_135,1_135_11,-1.17427962,-1.17427962,33.61666254
day,2023-01-07,155,32.78378361,12,135,601.531126669,base,1,4,1_4_135,1_135_12,-0.8328789299999997,-0.8328789299999997,32.78378361
day,2023-01-07,166,34.00817709,13,135,653.834129524,base,1,4,1_4_135,1_135_13,1.2243934799999963,1.2243934799999963,34.00817709
day,2023-01-07,176,33.9294563,14,135,706.99344984,base,1,4,1_4_135,1_135_14,-0.07872078999999843,-0.07872078999999843,33.9294563
day,2023-01-07,187,33.84161646,15,135,758.56495277,base,1,4,1_4_135,1_135_15,-0.08783984000000089,-0.08783984000000089,33.84161646
day,2023-01-07,199,33.84541994,16,135,810.874751296,base,1,4,1_4_135,1_135_16,0.0038034800000019686,0.0038034800000019686,33.84541994
day,2023-01-07,214,34.17775193,17,135,864.502557439,base,1,4,1_4_135,1_135_17,0.33233199000000013,0.33233199000000013,34.17775193
day,2023-01-07,222,34.27562812,18,135,915.652165759,base,1,4,1_4_135,1_135_18,0.09787619000000092,0.09787619000000092,34.27562812
day,2023-01-07,233,34.04705701,19,135,967.96920464,base,1,4,1_4_135,1_135_19,-0.2285711099999972,-0.2285711099999972,34.04705701
day,2023-01-07,244,34.17903905,20,135,1020.28562,base,1,4,1_4_135,1_135_20,0.13198203999999691,0.13198203999999691,34.17903905
day,2023-01-07,252,34.14760768,21,135,1073.76805203,base,1,4,1_4_135,1_135_21,-0.03143136999999996,-0.03143136999999996,34.14760768
day,2023-01-07,265,34.29603262,22,135,1125.03033604,base,1,4,1_4_135,1_135_22,0.14842493999999817,0.14842493999999817,34.29603262
day,2023-01-07,276,34.64189802,23,135,1177.35018859,base,1,4,1_4_135,1_135_23,0.345865400000001,0.345865400000001,34.64189802
day,2023-01-07,286,34.58289564,24,135,1229.6694143,base,1,4,1_4_135,1_135_24,-0.059002380000002574,-0.059002380000002574,34.58289564
day,2023-01-07,297,34.74631308,25,135,1281.98801862,base,1,4,1_4_135,1_135_25,0.16341744000000347,0.16341744000000347,34.74631308
day,2023-01-07,308,34.58205992,26,135,1336.053695,base,1,4,1_4_135,1_135_26,-0.16425316000000123,-0.16425316000000123,34.58205992
day,2023-01-07,319,34.86353871,27,135,1386.76048224,base,1,4,1_4_135,1_135_27,0.2814787900000013,0.2814787900000013,34.86353871
day,2023-01-07,330,35.17622967,28,135,1439.08243693,base,1,4,1_4_135,1_135_28,0.31269095999999763,0.31269095999999763,35.17622967
day,2023-01-07,341,35.63213756,29,135,1491.40380652,base,1,4,1_4_135,1_135_29,0.45590788999999887,0.45590788999999887,35.63213756
day,2023-01-07,352,35.31089269,30,135,1543.72456742,base,1,4,1_4_135,1_135_30,-0.3212448699999939,-0.3212448699999939,35.31089269
day,2023-01-07,1,36.18229209,1,165,26.1588683337,base,1,4,1_4_165,1_165_1,1.369037089999999,1.369037089999999,36.18229209
day,2023-01-07,2,35.74646152,2,165,78.5320887888,base,1,4,1_4_165,1_165_2,-0.43583057000000025,-0.43583057000000025,35.74646152
day,2023-01-07,3,35.67253422,3,165,130.916650141,base,1,4,1_4_165,1_165_3,-0.07392729999999403,-0.07392729999999403,35.67253422
day,2023-01-07,4,35.72737299,4,165,183.310421724,base,1,4,1_4_165,1_165_4,0.05483876999999637,0.05483876999999637,35.72737299
day,2023-01-07,5,35.7364914,5,165,235.675126489,base,1,4,1_4_165,1_165_5,0.009118409999999244,0.009118409999999244,35.7364914
day,2023-01-07,6,35.04529522,6,165,288.059716914,base,1,4,1_4_165,1_165_6,-0.6911961799999986,-0.6911961799999986,35.04529522
day,2023-01-07,7,36.13000415,7,165,340.40027276,base,1,4,1_4_165,1_165_7,1.084708929999998,1.084708929999998,36.13000415
day,2023-01-07,8,36.87245702,8,165,392.825928488,base,1,4,1_4_165,1_165_8,0.742452870000001,0.742452870000001,36.87245702
day,2023-01-07,9,32.93984945,9,165,445.20954897,base,1,4,1_4_165,1_165_9,-3.932607570000002,-3.932607570000002,32.93984945
day,2023-01-07,10,34.8881052,10,165,497.534870608,base,1,4,1_4_165,1_165_10,1.9482557500000013,1.9482557500000013,34.8881052
day,2023-01-07,11,35.76611602,11,165,547.152727294,base,1,4,1_4_165,1_165_11,0.8780108200000001,0.8780108200000001,35.76611602
day,2023-01-07,12,30.84155176,12,165,601.752722326,base,1,4,1_4_165,1_165_12,-4.924564259999997,-4.924564259999997,30.84155176
day,2023-01-07,13,26.43361093,13,165,654.077375696,base,1,4,1_4_165,1_165_13,-4.407940830000001,-4.407940830000001,26.43361093
day,2023-01-07,14,26.06511257,14,165,707.437718627,base,1,4,1_4_165,1_165_14,-0.36849836000000025,-0.36849836000000025,26.06511257
day,2023-01-07,15,24.85156644,15,165,758.879133405,base,1,4,1_4_165,1_165_15,-1.213546130000001,-1.213546130000001,24.85156644
day,2023-01-07,16,24.55893992,16,165,811.213544416,base,1,4,1_4_165,1_165_16,-0.2926265199999989,-0.2926265199999989,24.55893992
day,2023-01-07,217,24.71127288,17,165,864.593146426,base,1,4,1_4_165,1_165_17,0.15233295999999896,0.15233295999999896,24.71127288
day,2023-01-07,18,24.29111136,18,165,916.008171598,base,1,4,1_4_165,1_165_18,-0.4201615200000006,-0.4201615200000006,24.29111136
day,2023-01-07,19,24.5243559,19,165,968.348947967,base,1,4,1_4_165,1_165_19,0.23324454000000117,0.23324454000000117,24.5243559
day,2023-01-07,20,25.26510703,20,165,1020.68951414,base,1,4,1_4_165,1_165_20,0.7407511299999996,0.7407511299999996,25.26510703
day,2023-01-07,21,27.79730054,21,165,1074.54249828,base,1,4,1_4_165,1_165_21,2.532193509999999,2.532193509999999,27.79730054
day,2023-01-07,22,33.39746429,22,165,1125.51728983,base,1,4,1_4_165,1_165_22,5.600163750000004,5.600163750000004,33.39746429
day,2023-01-07,23,34.97090503,23,165,1177.86387697,base,1,4,1_4_165,1_165_23,1.5734407399999952,1.5734407399999952,34.97090503
day,2023-01-07,24,35.01951081,24,165,1230.21017942,base,1,4,1_4_165,1_165_24,0.048605780000002596,0.048605780000002596,35.01951081
day,2023-01-07,32,35.58801263,1,195,26.1484865544,base,1,4,1_4_195,1_195_1,0.7747576300000034,0.7747576300000034,35.58801263
day,2023-01-07,43,36.02925414,2,195,78.5016954405,base,1,4,1_4_195,1_195_2,0.44124150999999756,0.44124150999999756,36.02925414
day,2023-01-07,54,34.93083293,3,195,130.865764168,base,1,4,1_4_195,1_195_3,-1.098421209999998,-1.098421209999998,34.93083293
day,2023-01-07,65,35.77964565,4,195,183.241181439,base,1,4,1_4_195,1_195_4,0.848812719999998,0.848812719999998,35.77964565
day,2023-01-07,76,35.37313095,5,195,235.586306566,base,1,4,1_4_195,1_195_5,-0.40651470000000245,-0.40651470000000245,35.37313095
day,2023-01-07,88,36.44079647,6,195,287.953574821,base,1,4,1_4_195,1_195_6,1.0676655200000056,1.0676655200000056,36.44079647
day,2023-01-07,101,36.58436594,7,195,340.276063867,base,1,4,1_4_195,1_195_7,0.14356946999999565,0.14356946999999565,36.58436594
day,2023-01-07,113,36.40548886,8,195,392.683423375,base,1,4,1_4_195,1_195_8,-0.17887707999999947,-0.17887707999999947,36.40548886
day,2023-01-07,124,36.70751519,9,195,445.05299325,base,1,4,1_4_195,1_195_9,0.3020263300000039,0.3020263300000039,36.70751519
day,2023-01-07,135,36.05815185,10,195,497.360915159,base,1,4,1_4_195,1_195_10,-0.6493633400000007,-0.6493633400000007,36.05815185
day,2023-01-07,142,36.30664759,11,195,546.956662613,base,1,4,1_4_195,1_195_11,0.24849573999999564,0.24849573999999564,36.30664759
day,2023-01-07,157,35.22079596,12,195,601.546952442,base,1,4,1_4_195,1_195_12,-1.0858516300000005,-1.0858516300000005,35.22079596
day,2023-01-07,168,35.59802627,13,195,653.857004574,base,1,4,1_4_195,1_195_13,0.3772303100000016,0.3772303100000016,35.59802627
day,2023-01-07,182,33.18954543,14,195,707.223320408,base,1,4,1_4_195,1_195_14,-2.4084808399999957,-2.4084808399999957,33.18954543
day,2023-01-07,191,26.4154662,15,195,758.634128682,base,1,4,1_4_195,1_195_15,-6.774079230000002,-6.774079230000002,26.4154662
day,2023-01-07,202,25.00794947,16,195,810.955736004,base,1,4,1_4_195,1_195_16,-1.407516730000001,-1.407516730000001,25.00794947
day,2023-01-07,209,22.37324834,17,195,864.320131185,base,1,4,1_4_195,1_195_17,-2.63470113,-2.63470113,22.37324834
day,2023-01-07,224,21.71320398,18,195,915.725934618,base,1,4,1_4_195,1_195_18,-0.6600443600000006,-0.6600443600000006,21.71320398
day,2023-01-07,235,21.52582515,19,195,968.055546242,base,1,4,1_4_195,1_195_19,-0.1873788300000001,-0.1873788300000001,21.52582515
day,2023-01-07,246,21.57359514,20,195,1020.38537183,base,1,4,1_4_195,1_195_20,0.04776998999999904,0.04776998999999904,21.57359514
day,2023-01-07,258,22.01067342,21,195,1074.19059563,base,1,4,1_4_195,1_195_21,0.4370782800000015,0.4370782800000015,22.01067342
day,2023-01-07,268,26.18100579,22,195,1125.18958872,base,1,4,1_4_195,1_195_22,4.170332370000001,4.170332370000001,26.18100579
day,2023-01-07,279,33.3204017,23,195,1177.52690799,base,1,4,1_4_195,1_195_23,7.1393959099999975,7.1393959099999975,33.3204017
day,2023-01-07,31,35.49747556,1,225,26.1421622904,base,1,4,1_4_225,1_225_1,0.68422056,0.68422056,35.49747556
day,2023-01-07,42,35.95138867,2,225,78.4865939041,base,1,4,1_4_225,1_225_2,0.453913110000002,0.453913110000002,35.95138867
day,2023-01-07,53,33.84109445,3,225,130.83419649,base,1,4,1_4_225,1_225_3,-2.11029422,-2.11029422,33.84109445
day,2023-01-07,64,36.21696835,4,225,183.202760398,base,1,4,1_4_225,1_225_4,2.375873900000002,2.375873900000002,36.21696835
day,2023-01-07,75,36.18041208,5,225,235.5378245,base,1,4,1_4_225,1_225_5,-0.03655626999999839,-0.03655626999999839,36.18041208
day,2023-01-07,86,35.71619959,6,225,287.893716757,base,1,4,1_4_225,1_225_6,-0.4642124900000013,-0.4642124900000013,35.71619959
day,2023-01-07,97,36.93337477,7,225,340.206774681,base,1,4,1_4_225,1_225_7,1.2171751799999981,1.2171751799999981,36.93337477
day,2023-01-07,108,37.41618196,8,225,392.609087709,base,1,4,1_4_225,1_225_8,0.4828071900000026,0.4828071900000026,37.41618196
day,2023-01-07,119,37.88705354,9,225,444.967545613,base,1,4,1_4_225,1_225_9,0.47087157999999363,0.47087157999999363,37.88705354
day,2023-01-07,130,37.51578745,10,225,497.266228693,base,1,4,1_4_225,1_225_10,-0.3712660899999989,-0.3712660899999989,37.51578745
day,2023-01-07,141,37.67708982,11,225,546.903162294,base,1,4,1_4_225,1_225_11,0.16130237000000136,0.16130237000000136,37.67708982
day,2023-01-07,152,37.7439241,12,225,601.445836677,base,1,4,1_4_225,1_225_12,0.06683428000000191,0.06683428000000191,37.7439241
day,2023-01-07,163,38.1708892,13,225,653.749348408,base,1,4,1_4_225,1_225_13,0.42696509999999677,0.42696509999999677,38.1708892
day,2023-01-07,174,38.9753295,14,225,706.908204273,base,1,4,1_4_225,1_225_14,0.8044403000000031,0.8044403000000031,38.9753295
day,2023-01-07,185,38.67891157,15,225,758.484798074,base,1,4,1_4_225,1_225_15,-0.29641793000000405,-0.29641793000000405,38.67891157
day,2023-01-07,196,36.43631202,16,225,810.798966762,base,1,4,1_4_225,1_225_16,-2.2425995499999942,-2.2425995499999942,36.43631202
day,2023-01-07,212,35.8941448,17,225,864.434341191,base,1,4,1_4_225,1_225_17,-0.5421672200000032,-0.5421672200000032,35.8941448
day,2023-01-07,218,35.94926975,18,225,915.58915721,base,1,4,1_4_225,1_225_18,0.05512494999999973,0.05512494999999973,35.94926975
day,2023-01-07,230,38.08348297,19,225,967.914389442,base,1,4,1_4_225,1_225_19,2.1342132199999995,2.1342132199999995,38.08348297
day,2023-01-07,241,37.96896884,20,225,1020.24029023,base,1,4,1_4_225,1_225_20,-0.11451412999999633,-0.11451412999999633,37.96896884
day,2023-01-07,251,37.23588992,21,225,1073.74745918,base,1,4,1_4_225,1_225_21,-0.7330789200000041,-0.7330789200000041,37.23588992
day,2023-01-07,264,37.38027945,22,225,1125.00912546,base,1,4,1_4_225,1_225_22,0.1443895300000051,0.1443895300000051,37.38027945
day,2023-01-07,275,38.28894236,23,225,1177.34236285,base,1,4,1_4_225,1_225_23,0.9086629099999968,0.9086629099999968,38.28894236
day,2023-01-07,287,38.24882318,24,225,1229.6762407,base,1,4,1_4_225,1_225_24,-0.04011917999999781,-0.04011917999999781,38.24882318
day,2023-01-07,299,37.03735901,25,225,1282.0107427,base,1,4,1_4_225,1_225_25,-1.2114641699999993,-1.2114641699999993,37.03735901
day,2023-01-07,310,36.6380786,26,225,1336.09378827,base,1,4,1_4_225,1_225_26,-0.3992804100000029,-0.3992804100000029,36.6380786
day,2023-01-07,321,35.9299673,27,225,1386.81886773,base,1,4,1_4_225,1_225_27,-0.7081112999999988,-0.7081112999999988,35.9299673
day,2023-01-07,332,35.7052386,28,225,1439.16057605,base,1,4,1_4_225,1_225_28,-0.2247287,-0.2247287,35.7052386
day,2023-01-07,343,36.47899317,29,225,1491.5029301,base,1,4,1_4_225,1_225_29,0.7737545700000013,0.7737545700000013,36.47899317
day,2023-01-07,354,37.02631338,30,225,1543.84595568,base,1,4,1_4_225,1_225_30,0.5473202099999952,0.5473202099999952,37.02631338
day,2023-01-07,36,36.18106632,1,255,26.1493125373,base,1,4,1_4_255,1_255_1,1.3678113200000013,1.3678113200000013,36.18106632
day,2023-01-07,48,36.31665169,2,255,78.5069401867,base,1,4,1_4_255,1_255_2,0.13558537000000115,0.13558537000000115,36.31665169
day,2023-01-07,63,36.13541645,3,255,130.87662654,base,1,4,1_4_255,1_255_3,-0.18123523999999946,-0.18123523999999946,36.13541645
day,2023-01-07,72,37.0005964,4,255,183.253658741,base,1,4,1_4_255,1_255_4,0.8651799499999981,0.8651799499999981,37.0005964
day,2023-01-07,85,36.8184927,5,255,235.606875989,base,1,4,1_4_255,1_255_5,-0.18210369999999898,-0.18210369999999898,36.8184927
day,2023-01-07,95,35.00217369,6,255,287.979473221,base,1,4,1_4_255,1_255_6,-1.8163190100000008,-1.8163190100000008,35.00217369
day,2023-01-07,106,36.97485704,7,255,340.308783293,base,1,4,1_4_255,1_255_7,1.972683350000004,1.972683350000004,36.97485704
day,2023-01-07,118,37.04508713,8,255,392.727876477,base,1,4,1_4_255,1_255_8,0.07023008999999547,0.07023008999999547,37.04508713
day,2023-01-07,128,37.06423476,9,255,445.100751387,base,1,4,1_4_255,1_255_9,0.019147629999999083,0.019147629999999083,37.06423476
day,2023-01-07,139,36.74669598,10,255,497.419046738,base,1,4,1_4_255,1_255_10,-0.3175387799999996,-0.3175387799999996,36.74669598
day,2023-01-07,151,37.42535054,11,255,547.10469891,base,1,4,1_4_255,1_255_11,0.6786545599999982,0.6786545599999982,37.42535054
day,2023-01-07,161,37.05508365,12,255,601.640315573,base,1,4,1_4_255,1_255_12,-0.37026688999999635,-0.37026688999999635,37.05508365
day,2023-01-07,172,36.77479916,13,255,653.962746366,base,1,4,1_4_255,1_255_13,-0.28028448999999966,-0.28028448999999966,36.77479916
day,2023-01-07,184,38.02558014,14,255,707.267285282,base,1,4,1_4_255,1_255_14,1.2507809800000018,1.2507809800000018,38.02558014
day,2023-01-07,195,36.49572515,15,255,758.755698383,base,1,4,1_4_255,1_255_15,-1.529854990000004,-1.529854990000004,36.49572515
day,2023-01-07,206,36.6644113,16,255,811.091073808,base,1,4,1_4_255,1_255_16,0.1686861499999992,0.1686861499999992,36.6644113
day,2023-01-07,210,36.70169556,17,255,864.328430686,base,1,4,1_4_255,1_255_17,0.03728425999999985,0.03728425999999985,36.70169556
day,2023-01-07,227,37.32308007,18,255,915.873920636,base,1,4,1_4_255,1_255_18,0.6213845100000057,0.6213845100000057,37.32308007
day,2023-01-07,238,38.48791458,19,255,968.218473936,base,1,4,1_4_255,1_255_19,1.1648345099999986,1.1648345099999986,38.48791458
day,2023-01-07,249,37.73814124,20,255,1020.56405306,base,1,4,1_4_255,1_255_20,-0.7497733400000044,-0.7497733400000044,37.73814124
day,2023-01-07,261,37.3696643,21,255,1074.50378336,base,1,4,1_4_255,1_255_21,-0.36847694000000075,-0.36847694000000075,37.3696643
day,2023-01-07,271,37.66584842,22,255,1125.41362315,base,1,4,1_4_255,1_255_22,0.2961841200000066,0.2961841200000066,37.66584842
day,2023-01-07,282,37.76945701,23,255,1177.76947909,base,1,4,1_4_255,1_255_23,0.10360859000000033,0.10360859000000033,37.76945701
day,2023-01-07,293,38.45146977,24,255,1230.12637227,base,1,4,1_4_255,1_255_24,0.6820127599999992,0.6820127599999992,38.45146977
day,2023-01-07,304,38.63910515,25,255,1282.48427264,base,1,4,1_4_255,1_255_25,0.18763537999999613,0.18763537999999613,38.63910515
day,2023-01-07,315,38.15831559,26,255,1336.53171427,base,1,4,1_4_255,1_255_26,-0.48078955999999806,-0.48078955999999806,38.15831559
day,2023-01-07,326,38.48270329,27,255,1387.33562104,base,1,4,1_4_255,1_255_27,0.3243877000000026,0.3243877000000026,38.48270329
day,2023-01-07,337,36.82407611,28,255,1439.70166378,base,1,4,1_4_255,1_255_28,-1.6586271800000034,-1.6586271800000034,36.82407611
day,2023-01-07,348,38.23691972,29,255,1492.06879036,base,1,4,1_4_255,1_255_29,1.412843610000003,1.412843610000003,38.23691972
day,2023-01-07,360,39.30245872,30,255,1544.43689287,base,1,4,1_4_255,1_255_30,1.065538999999994,1.065538999999994,39.30245872
day,2023-01-07,38,36.23624336,1,285,26.149320641,base,1,4,1_4_285,1_285_1,1.422988360000005,1.422988360000005,36.23624336
day,2023-01-07,52,36.62981662,2,285,78.5097908779,base,1,4,1_4_285,1_285_2,0.3935732599999966,0.3935732599999966,36.62981662
day,2023-01-07,62,36.10941021,3,285,130.87356057,base,1,4,1_4_285,1_285_3,-0.5204064099999997,-0.5204064099999997,36.10941021
day,2023-01-07,73,36.74489547,4,285,183.255763257,base,1,4,1_4_285,1_285_4,0.6354852600000029,0.6354852600000029,36.74489547
day,2023-01-07,84,37.10800445,5,285,235.605230044,base,1,4,1_4_285,1_285_5,0.3631089799999998,0.3631089799999998,37.10800445
day,2023-01-07,96,34.44202809,6,285,287.981779618,base,1,4,1_4_285,1_285_6,-2.665976360000002,-2.665976360000002,34.44202809
day,2023-01-07,107,34.30636477,7,285,340.309803081,base,1,4,1_4_285,1_285_7,-0.13566331999999903,-0.13566331999999903,34.30636477
day,2023-01-07,117,36.38614632,8,285,392.725912691,base,1,4,1_4_285,1_285_8,2.07978155,2.07978155,36.38614632
day,2023-01-07,129,36.29973952,9,285,445.105153265,base,1,4,1_4_285,1_285_9,-0.0864067999999989,-0.0864067999999989,36.29973952
day,2023-01-07,140,36.81710978,10,285,497.420665061,base,1,4,1_4_285,1_285_10,0.5173702599999999,0.5173702599999999,36.81710978
day,2023-01-07,150,36.89523719,11,285,547.10048277,base,1,4,1_4_285,1_285_11,0.07812741000000045,0.07812741000000045,36.89523719
day,2023-01-07,162,37.47561275,12,285,601.64126025,base,1,4,1_4_285,1_285_12,0.5803755600000002,0.5803755600000002,37.47561275
day,2023-01-07,173,37.78646941,13,285,653.963824959,base,1,4,1_4_285,1_285_13,0.3108566599999989,0.3108566599999989,37.78646941
day,2023-01-07,177,38.09385365,14,285,707.077105223,base,1,4,1_4_285,1_285_14,0.30738423999999753,0.30738423999999753,38.09385365
day,2023-01-07,194,38.12348494,15,285,758.728805537,base,1,4,1_4_285,1_285_15,0.029631289999997534,0.029631289999997534,38.12348494
day,2023-01-07,205,37.677979,16,285,811.062448387,base,1,4,1_4_285,1_285_16,-0.44550593999999677,-0.44550593999999677,37.677979
day,2023-01-07,17,37.74136552,17,285,864.783493136,base,1,4,1_4_285,1_285_17,0.06338652000000167,0.06338652000000167,37.74136552
day,2023-01-07,228,36.96432518,18,285,915.900561915,base,1,4,1_4_285,1_285_18,-0.7770403399999992,-0.7770403399999992,36.96432518
day,2023-01-07,239,37.06453774,19,285,968.246820865,base,1,4,1_4_285,1_285_19,0.10021255999999568,0.10021255999999568,37.06453774
day,2023-01-07,250,36.58709323,20,285,1020.59402321,base,1,4,1_4_285,1_285_20,-0.477444509999998,-0.477444509999998,36.58709323
day,2023-01-07,259,37.15001048,21,285,1074.20728628,base,1,4,1_4_285,1_285_21,0.5629172499999981,0.5629172499999981,37.15001048
day,2023-01-07,272,37.73644622,22,285,1125.41494883,base,1,4,1_4_285,1_285_22,0.5864357399999989,0.5864357399999989,37.73644622
day,2023-01-07,283,38.27165276,23,285,1177.77099231,base,1,4,1_4_285,1_285_23,0.5352065400000043,0.5352065400000043,38.27165276
day,2023-01-07,294,37.39416334,24,285,1230.12815714,base,1,4,1_4_285,1_285_24,-0.8774894200000034,-0.8774894200000034,37.39416334
day,2023-01-07,305,38.14419083,25,285,1282.48626986,base,1,4,1_4_285,1_285_25,0.7500274900000008,0.7500274900000008,38.14419083
day,2023-01-07,316,38.80994965,26,285,1336.53812588,base,1,4,1_4_285,1_285_26,0.6657588200000006,0.6657588200000006,38.80994965
day,2023-01-07,327,38.16047455,27,285,1387.33847392,base,1,4,1_4_285,1_285_27,-0.6494750999999965,-0.6494750999999965,38.16047455
day,2023-01-07,338,38.94122837,28,285,1439.70478145,base,1,4,1_4_285,1_285_28,0.7807538199999939,0.7807538199999939,38.94122837
day,2023-01-07,349,37.34375161,29,285,1492.07222963,base,1,4,1_4_285,1_285_29,-1.5974767599999993,-1.5974767599999993,37.34375161
day,2023-01-07,39,36.13172469,1,315,26.1495677872,base,1,4,1_4_315,1_315_1,1.3184696900000006,1.3184696900000006,36.13172469
day,2023-01-07,47,36.37301468,2,315,78.506588238,base,1,4,1_4_315,1_315_2,0.2412899899999985,0.2412899899999985,36.37301468
day,2023-01-07,61,36.82513348,3,315,130.873391001,base,1,4,1_4_315,1_315_3,0.45211880000000093,0.45211880000000093,36.82513348
day,2023-01-07,74,36.5486244,4,315,183.256425919,base,1,4,1_4_315,1_315_4,-0.27650907999999674,-0.27650907999999674,36.5486244
day,2023-01-07,83,36.3686163,5,315,235.603359681,base,1,4,1_4_315,1_315_5,-0.180008100000002,-0.180008100000002,36.3686163
day,2023-01-07,94,36.47829433,6,315,287.977630168,base,1,4,1_4_315,1_315_6,0.10967802999999776,0.10967802999999776,36.47829433
day,2023-01-07,105,35.23503713,7,315,340.304761915,base,1,4,1_4_315,1_315_7,-1.243257199999995,-1.243257199999995,35.23503713
day,2023-01-07,116,35.00005592,8,315,392.718288014,base,1,4,1_4_315,1_315_8,-0.23498121000000083,-0.23498121000000083,35.00005592
day,2023-01-07,127,34.74949052,9,315,445.092654475,base,1,4,1_4_315,1_315_9,-0.25056539999999927,-0.25056539999999927,34.74949052
day,2023-01-07,138,34.67975834,10,315,497.40865149,base,1,4,1_4_315,1_315_10,-0.06973218000000259,-0.06973218000000259,34.67975834
day,2023-01-07,149,34.44451066,11,315,547.068358919,base,1,4,1_4_315,1_315_11,-0.23524768000000051,-0.23524768000000051,34.44451066
day,2023-01-07,160,34.3911519,12,315,601.620474081,base,1,4,1_4_315,1_315_12,-0.05335876000000184,-0.05335876000000184,34.3911519
day,2023-01-07,171,33.83344687,13,315,653.939654538,base,1,4,1_4_315,1_315_13,-0.5577050299999939,-0.5577050299999939,33.83344687
day,2023-01-07,183,33.78566301,14,315,707.256506323,base,1,4,1_4_315,1_315_14,-0.047783860000002676,-0.047783860000002676,33.78566301
day,2023-01-07,193,34.4834045,15,315,758.727653744,base,1,4,1_4_315,1_315_15,0.6977414899999985,0.6977414899999985,34.4834045
day,2023-01-07,204,34.98323511,16,315,811.059153639,base,1,4,1_4_315,1_315_16,0.4998306100000036,0.4998306100000036,34.98323511
day,2023-01-07,211,35.44020757,17,315,864.340763528,base,1,4,1_4_315,1_315_17,0.4569724599999958,0.4569724599999958,35.44020757
day,2023-01-07,226,35.99158056,18,315,915.83925752,base,1,4,1_4_315,1_315_18,0.5513729900000044,0.5513729900000044,35.99158056
day,2023-01-07,237,35.67173625,19,315,968.179492611,base,1,4,1_4_315,1_315_19,-0.3198443100000006,-0.3198443100000006,35.67173625
day,2023-01-07,248,35.84489587,20,315,1020.52043405,base,1,4,1_4_315,1_315_20,0.17315961999999985,0.17315961999999985,35.84489587
day,2023-01-07,260,35.74724955,21,315,1074.27874941,base,1,4,1_4_315,1_315_21,-0.09764632000000262,-0.09764632000000262,35.74724955
day,2023-01-07,270,35.56371119,22,315,1125.34266539,base,1,4,1_4_315,1_315_22,-0.18353836,-0.18353836,35.56371119
day,2023-01-07,281,36.25687311,23,315,1177.69223154,base,1,4,1_4_315,1_315_23,0.6931619200000014,0.6931619200000014,36.25687311
day,2023-01-07,292,36.43181039,24,315,1230.0425277,base,1,4,1_4_315,1_315_24,0.17493728000000175,0.17493728000000175,36.43181039
day,2023-01-07,303,36.33956926,25,315,1282.39359165,base,1,4,1_4_315,1_315_25,-0.092241130000005,-0.092241130000005,36.33956926
day,2023-01-07,314,37.01092755,26,315,1336.49391968,base,1,4,1_4_315,1_315_26,0.6713582900000006,0.6713582900000006,37.01092755
day,2023-01-07,325,37.05584558,27,315,1387.23503065,base,1,4,1_4_315,1_315_27,0.04491803000000516,0.04491803000000516,37.05584558
day,2023-01-07,336,36.47197086,28,315,1439.59346859,base,1,4,1_4_315,1_315_28,-0.5838747200000043,-0.5838747200000043,36.47197086
day,2023-01-07,347,35.63919058,29,315,1491.95272129,base,1,4,1_4_315,1_315_29,-0.8327802800000015,-0.8327802800000015,35.63919058
day,2023-01-07,358,35.69337975,30,315,1544.3126586,base,1,4,1_4_315,1_315_30,0.054189170000000786,0.054189170000000786,35.69337975
day,2023-01-07,41,36.57443957,1,345,26.1500688971,base,1,4,1_4_345,1_345_1,1.7611845700000046,1.7611845700000046,36.57443957
day,2023-01-07,49,37.19686574,2,345,78.5070511329,base,1,4,1_4_345,1_345_2,0.6224261699999971,0.6224261699999971,37.19686574
day,2023-01-07,60,36.55581869,3,345,130.872835727,base,1,4,1_4_345,1_345_3,-0.6410470499999974,-0.6410470499999974,36.55581869
day,2023-01-07,71,35.9308276,4,345,183.24991072,base,1,4,1_4_345,1_345_4,-0.6249910900000017,-0.6249910900000017,35.9308276
day,2023-01-07,82,36.23555907,5,345,235.601945306,base,1,4,1_4_345,1_345_5,0.3047314700000001,0.3047314700000001,36.23555907
