temporal,use,date,ID,COUNT,AREA,MEAN
night,base,7/01/2023,361,1,4900,19.294785
night,prediction,7/01/2023,1,56,274400,18.80364326
night,prediction,7/01/2023,2,162,793800,18.64217562
night,prediction,7/01/2023,3,265,1298500,18.72680369
night,prediction,7/01/2023,4,375,1837500,18.71666865
night,prediction,7/01/2023,5,481,2356900,19.52559642
night,prediction,7/01/2023,6,586,2871400,19.17802661
night,prediction,7/01/2023,7,696,3410400,20.00116435
night,prediction,7/01/2023,8,805,3944500,21.30088015
night,prediction,7/01/2023,9,901,4414900,21.46202287
night,prediction,7/01/2023,10,1018,4988200,20.52917591
night,prediction,7/01/2023,11,1121,5492900,20.1529374
night,prediction,7/01/2023,12,1225,6002500,20.923176
night,prediction,7/01/2023,13,1334,6536600,21.30243096
night,prediction,7/01/2023,14,1447,7090300,21.20740264
night,prediction,7/01/2023,15,1548,7585200,21.02576167
night,prediction,7/01/2023,16,1650,8085000,20.68086355
night,prediction,7/01/2023,17,1775,8697500,16.93712273
night,prediction,7/01/2023,18,1870,9163000,20.346639
night,prediction,7/01/2023,19,1972,9662800,20.23047607
night,prediction,7/01/2023,20,2061,10098900,20.11469179
night,prediction,7/01/2023,21,1287,6306300,19.40557615
night,prediction,7/01/2023,22,687,3366300,18.2886966
night,prediction,7/01/2023,23,272,1332800,17.75581839
night,prediction,7/01/2023,24,11,53900,17.29251619
night,prediction,7/01/2023,31,53,259700,18.46721905
night,prediction,7/01/2023,32,51,249900,18.90439363
night,prediction,7/01/2023,33,56,274400,19.62525313
night,prediction,7/01/2023,34,51,249900,19.18960051
night,prediction,7/01/2023,35,53,259700,19.10301576
night,prediction,7/01/2023,36,56,274400,18.41892549
night,prediction,7/01/2023,37,53,259700,18.94736545
night,prediction,7/01/2023,38,51,249900,18.58580653
night,prediction,7/01/2023,39,53,259700,18.69603474
night,prediction,7/01/2023,40,51,249900,19.54161184
night,prediction,7/01/2023,41,56,274400,19.24767981
night,prediction,7/01/2023,42,162,793800,19.03136863
night,prediction,7/01/2023,43,160,784000,18.79886705
night,prediction,7/01/2023,44,160,784000,19.0727048
night,prediction,7/01/2023,45,162,793800,18.64113704
night,prediction,7/01/2023,46,160,784000,18.15615865
night,prediction,7/01/2023,47,162,793800,18.82996232
night,prediction,7/01/2023,48,162,793800,18.60931978
night,prediction,7/01/2023,49,162,793800,19.30784905
night,prediction,7/01/2023,50,162,793800,19.25779114
night,prediction,7/01/2023,51,162,793800,19.23907211
night,prediction,7/01/2023,52,160,784000,18.43583928
night,prediction,7/01/2023,53,264,1293600,18.65567998
night,prediction,7/01/2023,54,272,1332800,19.39785176
night,prediction,7/01/2023,55,264,1293600,19.0970346
night,prediction,7/01/2023,56,265,1298500,19.52068196
night,prediction,7/01/2023,57,264,1293600,18.86458457
night,prediction,7/01/2023,58,272,1332800,19.51843037
night,prediction,7/01/2023,59,272,1332800,18.29185726
night,prediction,7/01/2023,60,265,1298500,18.86246755
night,prediction,7/01/2023,61,264,1293600,18.34339726
night,prediction,7/01/2023,62,272,1332800,18.81859819
night,prediction,7/01/2023,63,265,1298500,19.17935848
night,prediction,7/01/2023,64,375,1837500,19.06543087
night,prediction,7/01/2023,65,371,1817900,19.15366445
night,prediction,7/01/2023,66,371,1817900,19.35005502
night,prediction,7/01/2023,67,376,1842400,19.1827365
night,prediction,7/01/2023,68,375,1837500,19.11924398
night,prediction,7/01/2023,69,372,1822800,18.6692772
night,prediction,7/01/2023,70,375,1837500,18.63808669
night,prediction,7/01/2023,71,376,1842400,18.81728821
night,prediction,7/01/2023,72,375,1837500,19.34262563
night,prediction,7/01/2023,73,372,1822800,19.22490713
night,prediction,7/01/2023,74,375,1837500,18.29654502
night,prediction,7/01/2023,75,479,2347100,18.75721559
night,prediction,7/01/2023,76,473,2317700,19.04962905
night,prediction,7/01/2023,77,479,2347100,18.36528283
night,prediction,7/01/2023,78,474,2322600,18.70947584
night,prediction,7/01/2023,79,478,2342200,18.79316585
night,prediction,7/01/2023,80,479,2347100,19.41858102
night,prediction,7/01/2023,81,473,2317700,18.81763616
night,prediction,7/01/2023,82,479,2347100,18.71910052
night,prediction,7/01/2023,83,479,2347100,17.53605797
night,prediction,7/01/2023,84,473,2317700,19.20245612
night,prediction,7/01/2023,85,480,2352000,18.74830808
night,prediction,7/01/2023,86,591,2895900,18.74241578
night,prediction,7/01/2023,87,597,2925300,18.49757317
night,prediction,7/01/2023,88,597,2925300,18.86942766
night,prediction,7/01/2023,89,586,2871400,18.74788818
night,prediction,7/01/2023,90,591,2895900,19.09268109
night,prediction,7/01/2023,91,592,2900800,19.22350256
night,prediction,7/01/2023,92,597,2925300,18.29971847
night,prediction,7/01/2023,93,586,2871400,18.43118298
night,prediction,7/01/2023,94,591,2895900,17.49988506
night,prediction,7/01/2023,95,586,2871400,18.6492802
night,prediction,7/01/2023,96,597,2925300,17.77046266
night,prediction,7/01/2023,97,693,3395700,18.65560605
night,prediction,7/01/2023,98,694,3400600,18.6735691
night,prediction,7/01/2023,99,696,3410400,18.7383381
night,prediction,7/01/2023,100,694,3400600,18.91978207
night,prediction,7/01/2023,101,694,3400600,19.02264422
night,prediction,7/01/2023,102,693,3395700,18.75636469
night,prediction,7/01/2023,103,694,3400600,18.44128358
night,prediction,7/01/2023,104,696,3410400,18.16125118
night,prediction,7/01/2023,105,692,3390800,17.79995844
night,prediction,7/01/2023,106,696,3410400,19.13764056
night,prediction,7/01/2023,107,694,3400600,18.33603468
night,prediction,7/01/2023,108,801,3924900,18.83954448
night,prediction,7/01/2023,109,804,3939600,18.32533725
night,prediction,7/01/2023,110,793,3885700,18.62190864
night,prediction,7/01/2023,111,802,3929800,18.06928945
night,prediction,7/01/2023,112,800,3920000,19.58952374
night,prediction,7/01/2023,113,793,3885700,18.6615408
night,prediction,7/01/2023,114,793,3885700,17.84619847
night,prediction,7/01/2023,115,804,3939600,18.30080516
night,prediction,7/01/2023,116,803,3934700,17.51727875
night,prediction,7/01/2023,117,793,3885700,18.50181352
night,prediction,7/01/2023,118,805,3944500,18.86763095
night,prediction,7/01/2023,119,905,4434500,18.46527079
night,prediction,7/01/2023,120,916,4488400,18.93094952
night,prediction,7/01/2023,121,900,4410000,18.24330697
night,prediction,7/01/2023,122,905,4434500,18.15479084
night,prediction,7/01/2023,123,905,4434500,19.73730825
night,prediction,7/01/2023,124,915,4483500,19.11465371
night,prediction,7/01/2023,125,915,4483500,17.29034576
night,prediction,7/01/2023,126,901,4414900,17.34421433
night,prediction,7/01/2023,127,905,4434500,17.59824622
night,prediction,7/01/2023,128,901,4414900,18.60070311
night,prediction,7/01/2023,129,916,4488400,18.34824049
night,prediction,7/01/2023,130,1017,4983300,18.4225799
night,prediction,7/01/2023,131,1016,4978400,18.90524855
night,prediction,7/01/2023,132,1018,4988200,18.41645015
night,prediction,7/01/2023,133,1015,4973500,19.97851184
night,prediction,7/01/2023,134,1015,4973500,17.68340061
night,prediction,7/01/2023,135,1016,4978400,19.28452041
night,prediction,7/01/2023,136,1017,4983300,17.56644095
night,prediction,7/01/2023,137,1017,4983300,17.86702412
night,prediction,7/01/2023,138,1017,4983300,17.36754598
night,prediction,7/01/2023,139,1017,4983300,18.34192052
night,prediction,7/01/2023,140,1016,4978400,18.64661146
night,prediction,7/01/2023,141,1120,5488000,18.07546241
night,prediction,7/01/2023,142,1109,5434100,19.158016
night,prediction,7/01/2023,143,1108,5429200,17.20251717
night,prediction,7/01/2023,144,1117,5473300,19.75726592
night,prediction,7/01/2023,145,1122,5497800,17.35655087
night,prediction,7/01/2023,146,1123,5502700,17.25697109
night,prediction,7/01/2023,147,1119,5483100,18.56048231
night,prediction,7/01/2023,148,1111,5443900,18.74524357
night,prediction,7/01/2023,149,1116,5468400,16.61166891
night,prediction,7/01/2023,150,1111,5443900,18.46465353
night,prediction,7/01/2023,151,1120,5488000,18.52149795
night,prediction,7/01/2023,152,1228,6017200,18.40207165
night,prediction,7/01/2023,153,1228,6017200,18.36208266
night,prediction,7/01/2023,154,1224,5997600,18.23462884
