temporal,use,date,ID,COUNT,AREA,MEAN
night,prediction,7/01/2023,1,10267.00000000000,50308300.00000000000,20.13245114740
night,prediction,7/01/2023,2,482.00000000000,2361800.00000000000,19.11071071390
night,prediction,7/01/2023,3,585.00000000000,2866500.00000000000,18.91960337390
night,prediction,7/01/2023,4,694.00000000000,3400600.00000000000,18.68755677800
night,prediction,7/01/2023,5,803.00000000000,3934700.00000000000,19.03183162490
night,prediction,7/01/2023,6,912.00000000000,4468800.00000000000,18.86895089610
night,prediction,7/01/2023,7,1012.00000000000,4958800.00000000000,18.21577196060
night,prediction,7/01/2023,8,1118.00000000000,5478200.00000000000,18.82793080530
night,prediction,7/01/2023,9,1225.00000000000,6002500.00000000000,19.16263197450
night,prediction,7/01/2023,10,1332.00000000000,6526800.00000000000,18.35190458840
night,prediction,7/01/2023,12,1548.00000000000,7585200.00000000000,18.58842334760
night,prediction,7/01/2023,13,1653.00000000000,8099700.00000000000,18.66770507490
night,prediction,7/01/2023,14,1767.00000000000,8658300.00000000000,18.57536206570
night,prediction,7/01/2023,15,1867.00000000000,9148300.00000000000,18.54833331920
night,prediction,7/01/2023,16,1977.00000000000,9687300.00000000000,18.47523806010
night,prediction,7/01/2023,17,2083.00000000000,10206700.00000000000,18.28025932060
night,prediction,7/01/2023,19,2293.00000000000,11235700.00000000000,17.85267135330
night,prediction,7/01/2023,20,2402.00000000000,11769800.00000000000,17.44780802270
night,prediction,7/01/2023,21,2514.00000000000,12318600.00000000000,17.12038783000
night,prediction,7/01/2023,22,2416.00000000000,11838400.00000000000,16.68020701130
night,prediction,7/01/2023,23,2220.00000000000,10878000.00000000000,16.22490456600
night,prediction,7/01/2023,24,2035.00000000000,9971500.00000000000,15.78852722630
night,prediction,7/01/2023,25,1879.00000000000,9207100.00000000000,15.94064415050
night,prediction,7/01/2023,26,1728.00000000000,8467200.00000000000,15.51117795710
night,prediction,7/01/2023,27,1579.00000000000,7737100.00000000000,15.33987314120
night,prediction,7/01/2023,28,1442.00000000000,7065800.00000000000,14.93180971170
night,prediction,7/01/2023,29,1290.00000000000,6321000.00000000000,14.84768605050
night,prediction,7/01/2023,30,888.00000000000,4351200.00000000000,14.88670224970
night,prediction,7/01/2023,31,431.00000000000,2111900.00000000000,14.66398827490
night,prediction,7/01/2023,32,51.00000000000,249900.00000000000,14.39926807550
night,prediction,7/01/2023,33,479.00000000000,2347100.00000000000,19.21326023650
night,prediction,7/01/2023,34,594.00000000000,2910600.00000000000,19.10769277950
night,prediction,7/01/2023,35,693.00000000000,3395700.00000000000,19.21932135410
night,prediction,7/01/2023,36,799.00000000000,3915100.00000000000,19.21338157030
night,prediction,7/01/2023,37,913.00000000000,4473700.00000000000,19.16879669390
night,prediction,7/01/2023,38,1016.00000000000,4978400.00000000000,19.05131731450
night,prediction,7/01/2023,39,1115.00000000000,5463500.00000000000,18.68647845140
night,prediction,7/01/2023,40,1227.00000000000,6012300.00000000000,18.68780352800
night,prediction,7/01/2023,41,1336.00000000000,6546400.00000000000,18.82207915450
night,prediction,7/01/2023,42,1546.00000000000,7575400.00000000000,18.06795265260
night,prediction,7/01/2023,43,1657.00000000000,8119300.00000000000,18.02635202940
night,prediction,7/01/2023,44,1764.00000000000,8643600.00000000000,17.85645071670
night,prediction,7/01/2023,45,1865.00000000000,9138500.00000000000,17.35496019360
night,prediction,7/01/2023,46,1979.00000000000,9697100.00000000000,17.73199863590
night,prediction,7/01/2023,47,2080.00000000000,10192000.00000000000,17.37212265320
night,prediction,7/01/2023,48,2303.00000000000,11284700.00000000000,16.65549015390
